1,寓言童话成语故事,115,1,,115,,,
2,神话传说及故事,109,1,,109,,,
3,诗歌韵文,108,1,,108,,,
4,词汇和惯用语,91,1,,91,,,
5,名家名篇,83,1,,83,,,
6,传统节日,72,1,,72,,,
7,古代名人,62,1,,62,,,
8,汉字,52,1,,52,,,
9,近现代名人,48,1,,48,,,
10,歌谣,37,1,,37,,,
11,建筑及景点,26,2,,26,26,,
12,饮食流派及地方风味,24,2,,,24,,
13,小说,21,2,,,21,,
14,格言警句,20,2,,,20,,
15,曲艺,19,2,,,19,,
16,亲属称谓,18,2,,,18,,
17,主食和菜肴,18,2,,,18,,
18,旅游景点,17,2,,,17,,
19,谜语绕口令,17,2,
20,问候寒暄,15,2,
21,旅行,15,2,,,15,,
22,城市及景点,14,2,,,14,,
23,出生,14,2,,,14,,
24,烟酒茶,14,2,,,14,,
25,书法篆刻,13,2,,,13,,
26,城市交通系统,13,2,,,13,,
27,生日,13,2,,,13,,
28,政治问题,12,2,,,12,,
29,天文历法,12,2,,,12,,
30,姓名,11,2,,,11,,
31,古代发明,11,2,,,11,,
32,绘画,11,2,,,11,,
33,标准语,11,2,,,11,,
34,地铁轻轨,11,2,,,11,,
35,买房租房乔迁,11,2,,,11,,
36,讨价还价及打折,11,2,,,11,,
37,购物场所,11,2,,,11,,
38,气候天气,10,2,,,10,,
39,教育制度,10,2,,,10,,
40,方言,10,2,,,10,,
41,锻炼身体,10,2,,,10,,
42,游戏,10,2,,,10,,
43,节庆饮食,10,2,,,10,,
44,近代历史事件,9,2,,,9,,
45,亲子关系,9,2,,,9,,
46,政治制度和政府机构,9,2,,,9,,
47,教育观念,9,2,,,9,,
48,生态环境,9,2,,,9,,
49,学生生活,9,2,,,9,,
50,自然地貌及景点,8,2,,,8,,
51,家庭结构和观念,8,2,,,8,,
52,民歌,8,2,,,8,,
53,注音,8,2,,,8,,
54,写信寄信,8,2,,,8,,
55,拜访做客,7,3,,,7,7,
56,电话礼仪,7,3,,,,7,
57,社交称谓,7,3,,,,7,
58,第三产业,7,3,,,,7,
59,民间信仰,7,3,,,,7,
60,工艺品,7,3,,,,7,
61,消费观念,7,3,,,,7,
62,餐具及用餐方式,6,3,,,,6,
63,交际风格,6,3,,,,6,
64,国家间对比,6,3,,,,6,
65,中国体育,6,3,,,,6,
66,人口,6,3,,,,6,
67,动植物,6,3,,,,6,
68,行政区划,6,3,,,,6,
69,课外实践,6,3,,,,6,
70,就业失业,6,3,,,,6,
71,儒家,6,3,,,,6,
72,铁路,6,3,,,,6,
73,婚礼,6,3,,,,6,
74,动植物和器物,6,3,,,,6,
75,语言文字和数字,6,3,,,,6,
76,平面媒体,5,3,,,,5,
77,外交,5,3,,,,5,
78,标点符号,5,3,,,,5,
79,养生保健,5,3,,,,5,
80,看病就医,5,3,,,,5,
81,传统服饰,5,3,,,,5,
82,货币,5,3,,,,5,
83,就餐地点,5,3,,,,5,
84,称赞,4,3,,,,4,
85,致谢,4,3,,,,4,
86,送礼收礼,4,3,,,,4,
87,道歉,4,3,,,,4,
88,身势语,4,3,,,,4,
89,社群和职业,4,3,,,,4,
90,古代历史事件,4,3,,,,4,
91,婚恋生育,4,3,,,,4,
92,两性地位,4,3,,,,4,
93,法律法规,4,3,,,,4,
94,外国人到中国留学,4,3,,,,4,
95,影视作品,4,3,,,,4,
96,民族乐器和作品,4,3,,,,4,
97,空运,4,3,,,,4,
98,自行车,4,3,,,,4,
99,竞技体育,4,3,,,,4,
100,烹饪方法,4,3,,,,4,
101,告别,3,4,,,,3,3
102,历史年表,3,4,,,,,3
103,区域及景点,3,4,,,,,3
104,课堂教育,3,4,,,,,3
105,爱国主义,3,4,,,,,3
106,空间观念,3,4,,,,,3
107,IT技术,3,4,,,,,3
108,园林艺术,3,4,,,,,3
109,雕塑雕刻,3,4,,,,,3
110,棋牌,3,4,,,,,3
111,安全,3,4,,,,,3
112,家庭生活,3,4,,,,,3
113,仪式或行为,3,4,,,,,3
114,外来节日,3,4,,,,,3
115,节气习俗,3,4,,,,,3
116,网络通讯,3,4,,,,,3
117,劝吃劝喝,2,4,,,,,2
118,宾客座次,2,4,,,,,2
119,熟人间称谓,2,4,,,,,2
120,请求,2,4,,,,,2
121,中国和外国的互相影响,2,4,,,,,2
122,中国对外国的影响,2,4,,,,,2
123,跨文化交际实例,2,4,,,,,2
124,空间距离和秩序,2,4,,,,,2
125,中外交流史,2,4,,,,,2
126,能源资源,2,4,,,,,2
127,电视电影,2,4,,,,,2
128,邻里关系,2,4,,,,,2
129,中国人到海外留学,2,4,,,,,2
130,外国人在外国学汉语,2,4,,,,,2
131,全国性考试,2,4,,,,,2
132,社会救济及服务,2,4,,,,,2
133,经济差异,2,4,,,,,2
134,经济政策,2,4,,,,,2
135,佛教,2,4,,,,,2
136,水利科技,2,4,,,,,2
137,典籍,2,4,,,,,2
138,流行音乐,2,4,,,,,2
139,翻译,2,4,,,,,2
140,出入境,2,4,,,,,2
141,收集收藏,2,4,,,,,2
142,看影视及表演,2,4,,,,,2
143,职场,2,4,,,,,2
144,非传统节日,2,4,,,,,2
145,购物方式,2,4,,,,,2
146,退货维权,2,4,,,,,2
147,电话短信,2,4,,,,,2
148,上菜顺序,1,4,,,,,1
149,结账,1,4,,,,,1
150,餐桌禁忌,1,4,,,,,1
151,谢绝推让,1,4,,,,,1
152,邀请,1,4,,,,,1
153,外国人看中国人,1,4,,,,,1
154,面部表情,1,4,,,,,1
155,音量音高,1,4,,,,,1
156,民族族群,1,4,,,,,1
157,现代历史事件,1,4,,,,,1
158,考古发现,1,4,,,,,1
159,其它成员关系,1,4,,,,,1
160,其它,1,4,,,,,1
161,教育机构,1,4,,,,,1
162,住房保障,1,4,,,,,1
163,医疗保障,1,4,,,,,1
164,退休养老制度,1,4,,,,,1
165,第二产业,1,4,,,,,1
166,侠义观念,1,4,,,,,1
167,勤俭节约,1,4,,,,,1
168,尊老敬老,1,4,,,,,1
169,服从观念,1,4,,,,,1
170,论资排辈,1,4,,,,,1
171,诚信观,1,4,,,,,1
172,人情关系,1,4,,,,,1
173,人际关系和谐,1,4,,,,,1
174,圈层观念,1,4,,,,,1
175,隐私观念,1,4,,,,,1
176,面子观念,1,4,,,,,1
177,道家,1,4,,,,,1
178,伊斯兰教,1,4,,,,,1
179,自然观,1,4,,,,,1
180,农业技术,1,4,,,,,1
181,工业技术,1,4,,,,,1
